KKR1_ID,x,y,lab_diag,animal
3132,103.1421066,16.675212,LSD,beef
3133,103.0724269,16.63736537,LSD,beef
3134,103.10903,16.86147091,LSD,beef
3135,103.0938838,16.65627435,LSD,beef
3136,103.005465,16.66180747,LSD,beef
3137,103.0035243,16.642741,LSD,beef
3138,103.023,16.757088,LSD,beef
3139,103.0360542,16.67610441,LSD,beef
3140,103.0329951,16.71085968,LSD,beef
3141,103.062237,16.7369,LSD,beef
3142,103.0611308,16.65377169,LSD,beef
3143,103.053897,16.71476988,LSD,beef
3144,102.71535,16.16907,LSD,beef
3145,102.7266472,16.1686038,LSD,beef
3146,102.759163,16.2168409,LSD,beef
3147,102.787124,16.172137,LSD,beef
3148,103.110527,16.87271423,LSD,beef
3149,103.1604067,16.7815844,LSD,beef
3150,103.0845981,16.84653387,LSD,beef
3151,103.0035927,16.66110226,LSD,beef
3152,103.0936033,16.65701912,LSD,beef
3153,103.1689563,16.7892692,LSD,beef
3154,103.0404248,16.8570727,LSD,beef
3155,103.072053,16.8661535,LSD,beef
3156,103.0955704,16.77489822,LSD,beef
3157,103.1405436,16.67384336,LSD,beef
3158,103.1046046,16.69452549,LSD,beef
3159,102.7532985,16.1474456,LSD,beef
3160,102.6998,16.17282,LSD,beef
3161,102.672988,16.219736,LSD,beef
3162,102.808972,16.175606,LSD,beef
3163,102.776657,16.23690133,LSD,beef
3164,102.8372823,16.23071875,LSD,beef
3165,103.1083293,16.66893072,LSD,beef
3166,103.1101659,16.86277746,LSD,beef
3167,102.72478,16.160133,LSD,beef
3168,102.77921,16.24326,LSD,beef
3169,103.092845,16.64773,LSD,beef
3170,102.777075,16.178052,LSD,beef
3171,102.8251467,16.18872745,LSD,beef
3172,103.1255442,16.86795328,LSD,beef
3173,103.1007235,16.88008595,LSD,beef
3174,103.1057851,16.7325035,LSD,beef
3175,102.711788,16.23181,LSD,beef
3176,102.796524,16.164953,LSD,beef
3177,102.699472,16.17267,LSD,beef
3178,102.641154,17.747164,LSD,beef
3179,103.1355206,17.94716803,LSD,beef
3180,102.4938035,17.94128575,LSD,beef
3181,102.205197,18.07369052,LSD,beef
3182,102.7019459,17.66333509,LSD,beef
3183,103.3117011,18.00144013,LSD,beef
3184,103.2273816,18.19267862,LSD,beef
3185,102.4231543,17.90409891,LSD,beef
3186,104.087621,16.47673,LSD,beef
3187,104.087787,16.47662,LSD,beef
3188,104.0865415,16.4799242,LSD,beef
3189,104.087487,16.476366,LSD,beef
3190,104.08873,16.479924,LSD,beef
3191,104.0888639,16.480198,LSD,beef
3192,104.09508,16.471993,LSD,beef
3193,104.084673,16.47594493,LSD,beef
3194,104.0849162,16.48173112,LSD,beef
3195,104.08783,16.468979,LSD,beef
3196,104.0861143,16.4810545,LSD,beef
3197,104.086335,16.468485,LSD,beef
3198,104.09226,16.473838,LSD,beef
3199,104.1053442,16.482249,LSD,beef
3200,103.21507,16.18374,LSD,beef
3201,103.4920836,16.435446,LSD,beef
3202,103.3691889,16.81561592,LSD,beef
3203,103.5116625,16.8073027,LSD,beef
3204,103.641549,16.327706,LSD,beef
3205,103.4797921,16.472679,LSD,beef
3206,103.742568,16.274112,LSD,beef
3207,103.556368,16.372034,LSD,beef
3208,104.0568772,16.71632448,LSD,beef
3209,103.5061919,16.60088663,LSD,beef
3210,103.597898,16.37794,LSD,beef
3211,103.6243981,16.42847464,LSD,beef
3212,103.9953609,16.61148654,LSD,beef
3213,103.9725579,16.47452329,LSD,beef
3214,103.8441896,16.70323723,LSD,beef
3215,103.8453539,16.70275815,LSD,beef
3216,103.9254402,16.61668328,LSD,beef
3217,103.8792586,16.59632446,LSD,beef
3218,103.973742,16.726384,LSD,beef
3219,103.976867,16.805781,LSD,beef
3220,103.476051,16.207508,LSD,beef
3221,103.505664,16.328181,LSD,beef
3222,103.427067,16.295803,LSD,beef
3223,103.517557,16.252792,LSD,beef
3224,103.429919,16.234093,LSD,beef
3225,103.724176,16.343288,LSD,beef
3226,103.9536857,16.49500807,LSD,beef
3227,103.5550527,16.31787771,LSD,beef
3228,103.727018,16.279838,LSD,beef
3229,103.710151,16.281866,LSD,beef
3230,103.1549923,16.69974069,LSD,beef
3231,103.1781364,16.74811748,LSD,beef
3232,103.1853161,16.66490827,LSD,beef
3233,104.041973,16.67683884,LSD,beef
3234,103.352862,16.60204887,LSD,beef
3235,103.325371,16.55202687,LSD,beef
3236,103.25543,16.54532842,LSD,dairy
3237,103.2080006,16.52573709,LSD,beef
3238,104.0878906,16.4448431,LSD,beef
3239,104.1809128,16.5309684,LSD,beef
3240,103.9032831,16.50473683,LSD,beef
3241,104.1812267,16.46238045,LSD,beef
3242,104.0363796,16.44916541,LSD,beef
3243,103.2081484,16.59609617,LSD,beef
3244,104.0595758,16.76335446,LSD,beef
3245,103.991382,16.789056,LSD,beef
3246,104.0477229,16.81026712,LSD,beef
3247,103.9717695,16.70525576,LSD,beef
3248,104.025436,16.815335,LSD,beef
3249,103.97288,16.762714,LSD,beef
3250,103.9722137,16.47427346,LSD,beef
3251,104.0540636,16.53694631,LSD,beef
3252,104.1805773,16.53067432,LSD,beef
3253,104.1814087,16.46028394,LSD,beef
3254,104.0069877,16.56046037,LSD,beef
3255,103.902261,16.50246755,LSD,beef
3256,104.0654747,16.6064638,LSD,beef
3257,101.7422541,17.13820822,LSD,beef
3258,101.496536,17.66819,LSD,beef
3259,101.507195,17.676327,LSD,beef
3260,101.498461,17.6761094,LSD,beef
3261,101.6171086,17.24424253,LSD,beef
3262,101.0478895,17.41151619,LSD,beef
3263,101.9283696,16.94614662,LSD,beef
3264,101.27247,17.431871,LSD,beef
3265,101.478153,17.498243,LSD,beef
3266,102.0488964,17.51337988,LSD,beef
3267,101.9235954,17.50891948,LSD,beef
3268,104.43569,17.27637,LSD,beef
3269,104.65589,17.28156,LSD,beef
3270,104.52479,17.18573,LSD,beef
3271,104.781243,17.288572,LSD,beef
3272,104.687469,17.401474,LSD,beef
3273,104.702116,17.358387,LSD,beef
3274,104.2181024,17.62661733,LSD,beef
3275,104.777413,17.41187,LSD,beef
3276,104.6085402,17.54667574,LSD,beef
3277,104.4836767,17.60860157,LSD,beef
3278,104.098951,17.482157,LSD,beef
3279,104.096845,17.562612,LSD,beef
3280,104.696022,17.360396,LSD,beef
3281,104.6358842,17.07704133,LSD,beef
3282,100.878653,13.777272,LSD,beef
3283,100.527152,15.142839,LSD,beef
3284,100.851612,15.386146,LSD,beef
3285,101.030081,15.248744,LSD,beef
3286,100.8209,14.853816,LSD,dairy
3287,100.546658,14.736509,LSD,beef
3288,100.537665,14.881661,LSD,beef
3289,100.915982,14.623999,LSD,beef
3290,101.107356,14.817759,LSD,beef
3291,101.156591,14.867982,LSD,beef
3292,101.015414,14.47043,LSD,beef
3293,100.81416,14.712784,LSD,beef
3294,100.812734,14.763427,LSD,dairy
3295,101.243371,14.859992,LSD,dairy
3296,100.962938,14.454772,LSD,beef
3297,100.86277,14.590335,LSD,beef
3298,101.358253,14.897999,LSD,dairy
3299,100.913915,14.533733,LSD,beef
3300,100.744525,14.717646,LSD,beef
3301,100.803286,14.455278,LSD,beef
3302,100.382791,13.951944,LSD,beef
3303,100.424676,13.962801,LSD,beef
3304,99.955489,15.112349,LSD,beef
3305,99.92846,15.024611,LSD,beef
3306,99.856453,15.09307,LSD,beef
3307,99.999266,14.939461,LSD,beef
3308,100.140364,15.325516,LSD,beef
3309,100.114311,15.357342,LSD,beef
3310,100.162133,15.28185,LSD,beef
3311,100.210259,15.27307,LSD,beef
3312,100.094355,15.290812,LSD,beef
3313,100.028302,15.067375,LSD,beef
3314,99.994093,15.016498,LSD,beef
3315,99.856453,15.09307,LSD,dairy
3316,100.057671,14.999933,LSD,beef
3317,99.955489,15.112349,LSD,dairy
3318,100.041786,15.229442,LSD,beef
3319,100.020872,15.177311,LSD,beef
3320,99.972122,15.239233,LSD,beef
3321,99.921902,15.176325,LSD,beef
3322,100.611334,14.072988,LSD,beef
3323,100.633511,13.987886,LSD,beef
3324,100.778375,14.03712,LSD,beef
3325,100.880559,14.072028,LSD,beef
3326,100.823848,14.052219,LSD,beef
3327,100.686321,14.001214,LSD,beef
3328,100.480628,14.07772,LSD,beef
3329,100.560042,14.073314,LSD,beef
3330,100.483606,14.094826,LSD,beef
3331,100.579722,14.016205,LSD,beef
3332,100.511007,14.022584,LSD,beef
3333,100.437238,14.06918,LSD,beef
3334,100.466962,14.047795,LSD,beef
3335,100.407359,14.009176,LSD,beef
3336,100.3582,14.037915,LSD,beef
3337,100.285087,14.613763,LSD,beef
3338,100.360655,14.738075,LSD,beef
3339,100.330992,14.698846,LSD,beef
3340,100.249528,14.505648,LSD,beef
3341,100.434854,14.519085,LSD,beef
3342,100.456782,14.710098,LSD,beef
3343,100.428042,14.589589,LSD,beef
3344,101.870088,14.285058,LSD,beef
3345,100.833408,13.510083,LSD,beef
3346,102.143112,13.239551,LSD,dairy
3347,101.929916,12.703082,LSD,beef
3348,101.850132,12.786763,LSD,beef
3349,102.463139,13.033098,LSD,beef
3350,101.975751,12.782763,LSD,beef
3351,102.143112,13.239551,LSD,beef
3352,101.88952,12.658948,LSD,beef
3353,102.637236,14.081831,LSD,beef
3354,102.843673,14.123266,LSD,beef
3355,102.004931,13.652876,LSD,beef
3356,101.008722,13.997507,LSD,beef
3357,101.418451,13.402189,LSD,beef
3358,101.086044,13.530646,LSD,beef
3359,101.110957,13.545648,LSD,beef
3360,100.701914,12.799458,LSD,beef
3361,101.417496,13.333094,LSD,beef
3362,101.157562,13.348885,LSD,beef
3363,101.286062,13.478561,LSD,beef
3364,101.251639,13.40431,LSD,beef
3365,101.420361,13.221082,LSD,beef
3366,101.227568,13.559093,LSD,beef
3367,101.23141,13.366516,LSD,beef
3368,101.161117,13.571857,LSD,beef
3369,100.936564,12.920669,LSD,beef
3370,101.252037,13.512327,LSD,beef
3371,101.310169,13.389002,LSD,beef
3372,100.920107,12.810199,LSD,beef
3373,101.173059,13.298407,LSD,beef
3374,101.055658,13.367366,LSD,beef
3375,101.394176,13.516372,LSD,beef
3376,101.285093,13.600773,LSD,beef
3377,101.304938,13.548744,LSD,beef
3378,100.966329,13.912997,LSD,beef
3379,101.042926,13.907775,LSD,beef
3380,101.041624,13.877454,LSD,beef
3381,101.045744,13.948214,LSD,beef
3382,101.125808,13.925016,LSD,beef
3383,101.215402,13.591715,LSD,beef
3384,101.17976,13.617663,LSD,beef
3385,100.93505,13.707369,LSD,beef
3386,101.304306,13.630351,LSD,beef
3387,101.070838,13.757523,LSD,beef
3388,101.276466,13.781957,LSD,beef
3389,101.128347,13.633257,LSD,beef
3390,101.111227,13.739888,LSD,beef
3391,101.062929,13.73296,LSD,beef
3392,101.145598,13.60474,LSD,beef
3393,101.013317,13.764269,LSD,beef
3394,101.028988,13.720586,LSD,beef
3395,101.102933,13.646998,LSD,beef
3396,101.100335,13.577915,LSD,beef
3397,101.49877,13.749663,LSD,beef
3398,101.002728,13.831526,LSD,beef
3399,101.735328,13.715949,LSD,beef
3400,101.304938,13.548744,LSD,dairy
3401,100.040773,7.623953,LSD,beef
3402,98.893533,8.197744,LSD,beef
3403,98.754195,8.610525,LSD,dairy
3404,98.754195,8.610525,LSD,beef
3405,99.026341,10.057388,LSD,beef
3406,99.343998,10.93727,LSD,beef
3407,99.113824,10.752189,LSD,beef
3408,100.667608,6.779623,LSD,beef
3409,100.636744,7.055872,LSD,beef
3410,100.328708,7.56535,LSD,beef
3411,100.636079,7.107053,LSD,beef
3412,100.609135,7.153704,LSD,beef
3413,100.609135,7.153704,LSD,dairy
3414,100.585415,7.101884,LSD,beef
3415,101.249836,6.543295,LSD,beef
3416,103.996037,17.219071,LSD,beef
3417,104.049513,17.186778,LSD,beef
3418,104.219475,17.366793,LSD,beef
3419,103.768266,17.048865,LSD,dairy
3420,103.857836,17.356916,LSD,beef
3421,103.909563,17.344038,LSD,beef
3422,103.94446,17.247127,LSD,beef
3423,103.857025,17.278177,LSD,beef
3424,103.983759,17.371571,LSD,beef
3425,103.901803,17.424701,LSD,beef
3426,104.003172,17.428456,LSD,beef
3427,103.699998,17.378038,LSD,beef
3428,103.753839,17.316478,LSD,beef
3429,103.639752,17.230206,LSD,beef
3430,103.680626,17.315874,LSD,dairy
3431,103.680626,17.315874,LSD,beef
3432,103.521768,17.253796,LSD,beef
3433,103.679684,17.176613,LSD,beef
3434,103.646713,17.640631,LSD,beef
3435,103.741302,17.588406,LSD,beef
3436,103.863156,17.839032,LSD,beef
3437,103.460311,17.457734,LSD,beef
3438,103.443368,17.612656,LSD,beef
3439,103.628433,17.457282,LSD,beef
3440,103.45372,17.343336,LSD,beef
3441,104.265789,17.020364,LSD,beef
3442,104.312528,16.978006,LSD,beef
3443,103.624064,17.553028,LSD,beef
3444,104.23443,17.193271,LSD,beef
3445,104.360662,17.136874,LSD,beef
3446,104.144018,17.169367,LSD,beef
3447,104.16421,17.11198,LSD,beef
3448,104.202069,17.055492,LSD,beef
3449,104.125671,17.278574,LSD,beef
3450,104.183364,17.246528,LSD,beef
3451,104.272323,17.116915,LSD,beef
3452,104.272323,17.116915,LSD,dairy
3453,104.241907,17.096145,LSD,beef
3454,104.030652,17.080567,LSD,beef
3455,104.049513,17.186778,LSD,dairy
3456,104.108771,17.061471,LSD,beef
3457,104.108771,17.061471,LSD,dairy
3458,104.102314,17.191016,LSD,beef
3459,104.047221,17.325644,LSD,beef
3460,104.113083,17.220677,LSD,beef
3461,104.298557,17.131197,LSD,dairy
3462,104.298557,17.131197,LSD,beef
3463,104.348257,17.324066,LSD,beef
3464,104.348257,17.324066,LSD,dairy
3465,104.287301,17.354143,LSD,beef
3466,104.376913,17.38014,LSD,beef
3467,104.135553,17.358502,LSD,beef
3468,103.768266,17.048865,LSD,beef
3469,103.896738,17.094335,LSD,beef
3470,103.728876,17.106343,LSD,beef
3471,103.956393,17.314389,LSD,beef
3472,103.831747,17.207952,LSD,beef
3473,103.753839,17.316478,LSD,dairy
3474,103.765551,17.403827,LSD,beef
3475,103.765551,17.403827,LSD,dairy
3476,103.826266,17.427293,LSD,beef
3477,103.57139,17.305267,LSD,dairy
3478,103.564923,17.217998,LSD,dairy
3479,103.521768,17.253796,LSD,dairy
3480,103.746995,17.182008,LSD,beef
3481,103.828299,17.154214,LSD,beef
3482,103.719893,17.152041,LSD,beef
3483,103.729791,17.473423,LSD,beef
3484,103.850322,17.528518,LSD,beef
3485,103.712785,17.535796,LSD,beef
3486,103.759196,17.840226,LSD,beef
3487,103.698646,17.850483,LSD,beef
3488,103.840654,17.776176,LSD,beef
3489,103.564181,17.84481,LSD,beef
3490,103.494592,17.874889,LSD,beef
3491,103.515613,17.993135,LSD,beef
3492,103.574548,17.990398,LSD,beef
3493,103.44154,17.945047,LSD,beef
3494,103.409294,17.809281,LSD,beef
3495,103.4859,17.789302,LSD,beef
3496,103.621266,17.865747,LSD,beef
3497,104.009857,17.586209,LSD,beef
3498,103.928936,17.636341,LSD,beef
3499,103.998879,17.740796,LSD,beef
3500,103.931865,17.767952,LSD,beef
3501,103.460311,17.457734,LSD,dairy
3502,103.41147,17.424453,LSD,beef
3503,103.307677,17.317504,LSD,beef
3504,103.400722,17.529079,LSD,beef
3505,103.389855,17.381361,LSD,beef
3506,103.335646,17.367485,LSD,beef
3507,103.573688,17.411944,LSD,beef
3508,103.523819,17.470654,LSD,beef
3509,103.613536,17.345611,LSD,beef
3510,103.577663,17.483562,LSD,beef
3511,103.459467,17.53695,LSD,beef
3512,103.396464,17.273786,LSD,beef
3513,103.519027,17.376794,LSD,beef
3514,103.480651,17.297655,LSD,beef
3515,104.203722,16.991049,LSD,beef
3516,104.150466,17.041001,LSD,beef
3517,104.108683,16.979968,LSD,beef
3518,104.155138,16.911833,LSD,beef
3519,104.322634,17.090659,LSD,beef
3520,104.348283,17.03856,LSD,beef
3521,103.524827,17.696754,LSD,beef
3522,103.567001,17.570353,LSD,beef
3523,103.533072,17.614771,LSD,beef
3524,103.436956,17.704952,LSD,beef
3525,104.367301,17.224432,LSD,beef
3526,104.25239,17.260822,LSD,beef
3527,104.305213,17.204084,LSD,beef
3528,103.908838,16.865536,LSD,beef
3529,103.987413,16.906145,LSD,beef
3530,103.870985,16.975744,LSD,beef
3531,104.042131,16.939343,LSD,beef
3532,103.996037,17.219071,LSD,dairy
3533,104.202069,17.055492,LSD,dairy
3534,104.215743,17.13528,LSD,beef
3535,104.113083,17.220677,LSD,dairy
3536,103.57139,17.305267,LSD,beef
3537,103.564923,17.217998,LSD,beef
3538,104.009857,17.586209,LSD,dairy
3539,103.952823,17.536389,LSD,beef
3540,103.931865,17.767952,LSD,dairy
3541,103.916029,17.711922,LSD,beef
3542,103.961777,17.48587,LSD,dairy
3543,103.961777,17.48587,LSD,beef
3544,104.03412,17.689613,LSD,beef
3545,103.567001,17.570353,LSD,dairy
3546,103.802724,17.33721,LSD,beef
3547,103.674916,17.411049,LSD,beef
3548,103.850322,17.528518,LSD,dairy
3549,103.712426,17.77028,LSD,beef
3550,103.847137,17.677662,LSD,beef
3551,103.78243,17.684743,LSD,beef
3552,103.741302,17.588406,LSD,dairy
3553,103.733886,17.730029,LSD,beef
3554,103.350269,17.512535,LSD,beef
3555,103.318753,17.432023,LSD,beef
3556,103.45372,17.343336,LSD,dairy
3557,103.396464,17.273786,LSD,dairy
3558,103.519027,17.376794,LSD,dairy
3559,103.480651,17.297655,LSD,dairy
3560,104.265789,17.020364,LSD,dairy
3561,103.699998,17.378038,LSD,dairy
3562,103.674916,17.411049,LSD,dairy
3563,103.580283,17.354874,LSD,beef
3564,103.613536,17.345611,LSD,dairy
3565,103.646701,17.927492,LSD,beef
3566,103.523819,17.470654,LSD,dairy
3567,103.577663,17.483562,LSD,dairy
3568,103.459467,17.53695,LSD,dairy
3569,103.624064,17.553028,LSD,dairy
3570,103.831747,17.207952,LSD,dairy
3571,103.983759,17.371571,LSD,dairy
3572,103.639752,17.230206,LSD,dairy
3573,103.742341,17.637994,LSD,beef
3574,103.729791,17.473423,LSD,dairy
3575,103.847979,17.61558,LSD,beef
3576,103.591816,17.734154,LSD,beef
3577,103.583345,17.777925,LSD,beef
3578,103.633648,17.780301,LSD,beef
3579,103.4859,17.789302,LSD,dairy
3580,104.155138,16.911833,LSD,dairy
3581,103.524827,17.696754,LSD,dairy
3582,104.3227445,15.8048326,LSD,beef
3583,104.3223232,15.80517481,LSD,beef
3584,104.3366062,15.81742296,LSD,beef
3585,104.3343147,15.81699322,LSD,beef
3586,104.3342926,15.8160958,LSD,beef
3587,104.3349007,15.816692,LSD,beef
3588,104.3382544,15.81595446,LSD,beef
3589,104.3083385,15.7766784,LSD,beef
3590,104.324174,15.7560255,LSD,beef
3591,104.2826819,15.7795696,LSD,beef
3592,104.337486,15.816251,LSD,beef
3593,104.3612104,15.81454063,LSD,beef
3594,104.3034113,15.777156,LSD,beef
3595,104.278025,15.774298,LSD,beef
3596,104.3345947,15.77572405,LSD,beef
3597,104.356565,15.77760718,LSD,beef
3598,104.3428203,15.76386132,LSD,beef
3599,104.3425907,15.77428385,LSD,beef
3600,104.349183,15.77970965,LSD,beef
3601,104.354706,15.77796328,LSD,beef
3602,104.335688,15.775917,LSD,beef
3603,104.2533264,15.7291352,LSD,beef
3604,104.2804455,15.7395752,LSD,beef
3605,104.251994,15.7289612,LSD,beef
3606,104.2529459,15.7294927,LSD,beef
3607,104.2780872,15.773509,LSD,beef
3608,104.3226933,15.80396333,LSD,beef
3609,104.3161617,15.7769533,LSD,beef
3610,104.3639065,15.81515837,LSD,beef
3611,104.1670303,15.82716118,LSD,beef
3612,104.162255,15.872627,LSD,beef
3613,104.162527,15.871479,LSD,beef
3614,104.3396593,15.73838,LSD,beef
3615,104.3026183,15.778766,LSD,beef
3616,104.3190066,15.77266499,LSD,beef
3617,104.314025,15.7581933,LSD,beef
3618,104.367275,15.756185,LSD,beef
3619,104.040524,15.9387894,LSD,beef
3620,104.2395637,15.8091695,LSD,beef
3621,104.1527704,15.839877,LSD,beef
3622,104.2857509,15.7416041,LSD,beef
3623,104.15081,15.8824,LSD,beef
3624,104.051784,15.878683,LSD,beef
3625,104.076864,15.846765,LSD,beef
3626,104.135524,15.99200254,LSD,beef
3627,104.13929,16.004368,LSD,beef
3628,104.179732,16.013763,LSD,beef
3629,104.14053,16.005078,LSD,beef
3630,104.062021,15.911626,LSD,beef
3631,104.1232,15.8927504,LSD,beef
3632,104.04155,15.918817,LSD,beef
3633,104.1017,15.9223176,LSD,beef
3634,104.3285081,15.8643801,LSD,beef
3635,104.0306095,15.9068358,LSD,beef
3636,104.3380654,15.736339,LSD,beef
3637,104.3501162,15.7263817,LSD,beef
3638,104.3554009,15.726825,LSD,beef
3639,104.302534,15.7411759,LSD,beef
3640,104.340057,15.7355165,LSD,beef
3641,104.2849542,15.96860247,LSD,beef
3642,104.0246933,15.874735,LSD,beef
3643,104.344944,15.840507,LSD,beef
3644,104.324821,15.780239,LSD,beef
3645,104.3200061,15.8053938,LSD,beef
3646,104.3863294,15.8091291,LSD,beef
3647,104.415994,15.765049,LSD,beef
3648,104.415982,15.7648405,LSD,beef
3649,104.415792,15.764781,LSD,beef
3650,104.415689,15.76457,LSD,beef
3651,104.4311294,15.81077439,LSD,beef
3652,104.336934,15.776785,LSD,beef
3653,104.3833803,15.856859,LSD,beef
3654,104.3443998,15.7287259,LSD,beef
3655,104.4116146,15.815324,LSD,beef
3656,104.4155886,15.76433525,LSD,beef
3657,104.35089,15.822808,LSD,beef
3658,104.353304,15.82472826,LSD,beef
3659,104.3475702,15.824867,LSD,beef
3660,104.3373378,15.77859,LSD,beef
3661,104.31464,15.77692167,LSD,beef
3662,104.383113,16.137769,LSD,beef
3663,104.050565,15.876029,LSD,beef
3664,104.051487,15.875441,LSD,beef
3665,104.0247212,15.8154158,LSD,beef
3666,104.1335333,16.00110558,LSD,beef
3667,104.179672,16.014655,LSD,beef
3668,104.180685,16.013906,LSD,beef
3669,104.180219,16.0141,LSD,beef
3670,104.349391,15.6986154,LSD,beef
3671,104.3951361,15.7321,LSD,beef
3672,104.3548842,15.7259479,LSD,beef
3673,104.2966313,15.7427245,LSD,beef
3674,104.296174,15.7414321,LSD,beef
3675,104.2960912,15.7411668,LSD,beef
3676,104.2942401,15.7426035,LSD,beef
3677,104.3471575,15.72903967,LSD,beef
3678,104.3454134,15.73405567,LSD,beef
3679,104.1238421,15.8432025,LSD,beef
3680,104.0819199,15.94976012,LSD,beef
3681,104.1224697,15.89873422,LSD,beef
3682,104.2693445,15.58309498,LSD,beef
3683,104.6641908,16.13986303,LSD,beef
3684,104.4023037,16.26531205,LSD,beef
3685,104.145741,15.708797,LSD,beef
3686,104.200559,15.799821,LSD,beef
3687,104.157002,15.697913,LSD,beef
3688,104.094324,15.85569,LSD,beef
3689,104.094326,15.855694,LSD,beef
3690,104.1755361,15.415405,LSD,beef
3691,104.128566,15.965047,LSD,beef
3692,104.0360183,15.88546,LSD,beef
3693,104.0360183,15.88547,LSD,beef
3694,104.0360183,15.88548,LSD,beef
3695,104.0360183,15.88549,LSD,beef
3696,104.0360183,15.8855,LSD,beef
3697,104.0360183,15.88551,LSD,beef
3698,104.0360183,15.88552,LSD,beef
3699,104.0360183,15.88553,LSD,beef
3700,104.0360183,15.88554,LSD,beef
3701,104.0360183,15.88555,LSD,beef
3702,104.0360183,15.88556,LSD,beef
3703,104.0360183,15.88557,LSD,beef
3704,104.0360183,15.88558,LSD,beef
3705,104.216496,15.462633,LSD,beef
3706,104.67732,15.874515,LSD,beef
3707,104.134072,15.961754,LSD,beef
3708,104.133707,15.96766,LSD,beef
3709,104.101418,15.966766,LSD,beef
3710,104.143919,15.956149,LSD,beef
3711,104.179731,16.014694,LSD,beef
3712,104.142517,15.761872,LSD,beef
3713,104.0953133,15.8650083,LSD,beef
3714,104.075405,15.8750116,LSD,beef
3715,104.0747717,15.8739633,LSD,beef
3716,104.079426,15.884041,LSD,beef
3717,104.081795,15.88591,LSD,beef
3718,104.08593,15.885173,LSD,beef
3719,104.1191883,15.80308667,LSD,beef
3720,104.0941917,15.8853466,LSD,beef
3721,104.1876533,15.90275833,LSD,beef
3722,104.29122,15.87234667,LSD,beef
3723,104.1855133,15.8141275,LSD,beef
3724,104.18569,15.814375,LSD,beef
3725,104.3398427,15.7364489,LSD,beef
3726,104.3379313,15.7373815,LSD,beef
3727,104.2972362,15.7432902,LSD,beef
3728,104.297034,15.7433018,LSD,beef
3729,104.2567352,15.6030955,LSD,beef
3730,104.2579535,15.606511,LSD,beef
3731,104.2547614,15.604309,LSD,beef
3732,104.2542206,15.6056975,LSD,beef
3733,104.2562785,15.6050359,LSD,beef
3734,104.2556676,15.6045615,LSD,beef
3735,104.2385741,15.45186751,LSD,beef
3736,104.1748763,15.81684,LSD,beef
3737,104.371886,15.866765,LSD,beef
3738,104.4236155,15.83373129,LSD,beef
3739,104.3379538,15.8140193,LSD,beef
3740,104.3557747,15.852053,LSD,beef
3741,104.3643048,15.830189,LSD,beef
3742,104.3944749,15.808934,LSD,beef
3743,104.112185,15.899567,LSD,beef
3744,104.056331,15.888636,LSD,beef
3745,104.051594,15.879509,LSD,beef
3746,104.2528678,15.85165643,LSD,beef
3747,104.0848983,15.88563167,LSD,beef
3748,104.0918966,15.8541933,LSD,beef
3749,104.0739533,15.90735333,LSD,beef
3750,104.0664783,15.86035666,LSD,beef
3751,104.09284,15.85322,LSD,beef
3752,104.1227117,15.83877666,LSD,beef
3753,104.1954983,15.81570333,LSD,beef
3754,104.2091267,15.78594166,LSD,beef
3755,104.348896,15.397119,LSD,beef
3756,104.30664,15.434268,LSD,beef
3757,104.419435,16.060752,LSD,beef
3758,104.395959,16.067738,LSD,beef
3759,104.4942452,16.06309227,LSD,beef
3760,104.146686,15.82748,LSD,beef
3761,104.13996,15.828329,LSD,beef
3762,104.0779283,15.88631333,LSD,beef
3763,104.1383233,15.82775167,LSD,beef
3764,104.0600917,15.56744833,LSD,beef
3765,104.0741448,15.993999,LSD,beef
3766,104.3490028,15.7036321,LSD,beef
3767,104.288395,15.907283,LSD,beef
3768,104.128848,16.014893,LSD,beef
3769,104.297277,15.940976,LSD,beef
3770,104.287129,15.94225,LSD,beef
3771,104.3208195,15.54534339,LSD,beef
3772,104.272586,15.583889,LSD,beef
3773,104.305836,15.560748,LSD,beef
3774,104.251819,15.503285,LSD,beef
3775,104.1436,15.8156,LSD,beef
3776,104.1140617,15.81698167,LSD,beef
3777,104.0525483,15.875666,LSD,beef
3778,104.0750783,15.909655,LSD,beef
3779,104.1399517,15.82833333,LSD,beef
3780,104.1683633,15.75664999,LSD,beef
3781,104.45003,15.86148,LSD,beef
3782,104.383,15.807131,LSD,beef
3783,104.383001,15.807686,LSD,beef
3784,104.389732,15.807507,LSD,beef
3785,104.3899,15.807,LSD,beef
3786,104.3961121,15.8008522,LSD,beef
3787,104.391841,15.807174,LSD,beef
3788,104.3557827,15.85200255,LSD,beef
3789,104.4358099,15.80442344,LSD,beef
3790,104.39224,15.807889,LSD,beef
3791,104.400798,15.83795091,LSD,beef
3792,104.3071929,15.7837965,LSD,beef
3793,104.051005,15.87493333,LSD,beef
3794,104.0519912,15.8756391,LSD,beef
3795,104.0563423,15.95108053,LSD,beef
3796,104.3016128,15.7404633,LSD,beef
3797,104.2983982,15.7411239,LSD,beef
3798,104.2987865,15.7410461,LSD,beef
3799,104.2985229,15.7405401,LSD,beef
3800,104.3988007,15.7036222,LSD,beef
3801,104.393168,15.7351386,LSD,beef
3802,104.3935111,15.7355138,LSD,beef
3803,104.3927768,15.7358109,LSD,beef
3804,104.3922913,15.7355353,LSD,beef
3805,104.3907889,15.7345687,LSD,beef
3806,104.3931831,15.7372146,LSD,beef
